,delta_rho_pred,delta_rho,sigma_bias_delta_rho,delta_rho_scatter,delta_rho_trans_inv,T_pred,T,sigma_bias_T,T_scatter,T_trans_inv
0,3.2145764964871493,3.314043686432555,0.32196448594395877,3.7375580164944378,3.2149430107362638,4.322529320660477,4.363789095635723,0.07389790825714133,4.279008538643426,4.361126713271517
1,3.550197099949582,3.3352142203990667,0.32196448594395877,3.353233260705816,3.634214838399602,3.5080047204503186,3.5577939165105525,0.07389790825714133,3.682808228748044,3.5140067747483887
2,2.9067948445979837,3.295990656262596,0.32196448594395877,2.7367422978903604,2.6447051356794766,3.0751117935457266,3.7801531514085465,0.07389790825714133,3.057004995705556,3.015232408403797
3,3.560615029667412,3.1987400390590146,0.32196448594395877,3.2151572388009027,3.662246246918833,4.075793654101411,4.324279944370485,0.07389790825714133,4.071445085589634,4.051935596232807
4,3.344267063335889,3.28408499030256,0.32196448594395877,3.622897585843389,3.371729071084104,3.577623165586722,3.800502972324186,0.07389790825714133,3.503036252173469,3.630701373124052
5,3.325927760699892,3.561258546200488,0.32196448594395877,2.584914037278703,3.358213022583701,4.260909613471083,4.258472226957887,0.07389790825714133,4.2655909367144265,4.293884344161658
6,2.90436233487806,2.369108284477456,0.32196448594395877,3.4661297576129906,2.644573497007247,3.707600862236555,3.63142859363444,0.07389790825714133,3.689946131104492,3.663403160824936
7,3.0324332075165907,3.077492603374079,0.32196448594395877,2.787351618972905,2.8955258220704314,4.374409583811083,4.466302793104075,0.07389790825714133,4.356170093935599,4.421621800008533
8,3.4652163566151457,2.962518219111285,0.32196448594395877,3.567935615173195,3.5556108764838656,3.9123600867177535,3.763567781146088,0.07389790825714133,3.8828871784053787,3.806031720150367
9,2.614851434079727,2.8595294060948646,0.32196448594395877,2.5345630293294907,2.369108284477456,3.1197067577618522,4.035370424775002,0.07389790825714133,3.0477763821647246,3.0227149111470646
10,3.493675420783506,3.3425924532914912,0.32196448594395877,3.964422251128773,3.595708044917476,4.200703158819555,4.233214921274886,0.07389790825714133,4.186940123604925,4.228258344211713
11,3.205002612149677,3.1934352541791533,0.32196448594395877,2.5417104676440423,3.1944738743671763,4.372423571815855,4.398131186148664,0.07389790825714133,4.3746670719305545,4.414513883015004
12,3.5480233277245947,3.353479434161837,0.32196448594395877,3.444216438374897,3.633372776192371,4.180513054484625,4.194297001385404,0.07389790825714133,4.190266254846987,4.205049928145154
13,3.1765500300166094,3.172847189520532,0.32196448594395877,3.052898167141254,3.149835522472465,4.318232135273027,4.335849284823033,0.07389790825714133,4.296734001951353,4.355080583477347
14,3.417052406308682,3.421070333447066,0.32196448594395877,3.7820859019891797,3.4725667475737687,4.239668122733112,4.16846482452064,0.07389790825714133,4.2341447394493965,4.270948511251219
15,3.1989333223638927,2.772637282095168,0.32196448594395877,2.8448073958888815,3.183039329987068,4.304177764820013,4.317044742509181,0.07389790825714133,4.234330521126065,4.338668055596441
16,3.489244956771521,3.333481310007784,0.32196448594395877,3.433729197565307,3.575382885521673,4.068584909646135,4.102907937052479,0.07389790825714133,3.9063961026660063,4.042784501602062
17,3.693645706981609,3.542233135844928,0.32196448594395877,3.4110064727239777,4.0080202082197545,4.155137720444826,4.044630409617199,0.07389790825714133,4.143183766567739,4.178834266500124
18,3.3012119170262704,3.488193321543946,0.32196448594395877,3.3148032442873245,3.3346712929322138,4.327001854172299,4.352715111649132,0.07389790825714133,4.350262754126458,4.369037895546686
19,3.358839571840393,3.935509707919948,0.32196448594395877,3.5464853725247263,3.390121172957585,4.235588995508242,4.101933073747731,0.07389790825714133,4.351405709776257,4.2674075743690745
20,3.7202754965596148,3.830350386167023,0.32196448594395877,3.3659152089481936,4.0454089078985405,4.140476912254442,4.082224883019867,0.07389790825714133,4.2209624357456965,4.153743028924167
21,3.524960993035014,4.0080202082197545,0.32196448594395877,3.8935213738213865,3.609936412456777,4.2044722890240305,4.052824289260468,0.07389790825714133,4.206321432303231,4.2319378141303154
22,3.5305199068601802,3.604075630051142,0.32196448594395877,3.820800099747683,3.614592468822817,3.7458309618579655,4.003753342641322,0.07389790825714133,3.645073023465728,3.693921986310888
23,3.509343589284921,3.4768455801896927,0.32196448594395877,3.6711289207992106,3.6015266750134245,4.235398340197475,4.260231668569054,0.07389790825714133,4.22308252761423,4.266014852046375
24,3.258567804959725,3.2589144261672054,0.32196448594395877,3.5486114275741985,3.268562247111088,4.304707076790741,4.394687720552648,0.07389790825714133,4.3134534980267825,4.3404950603293955
25,3.396694920028928,3.259048330478024,0.32196448594395877,3.1765588313243,3.4453050734616752,4.317275494231428,4.352587365061067,0.07389790825714133,4.292669315864062,4.355033964704669
26,3.0789481257536404,2.826802933438721,0.32196448594395877,3.039381837466992,2.997715119515973,4.3600745306047175,4.118529070701725,0.07389790825714133,4.365579706554036,4.404058998179304
27,3.394909606326403,3.3253245122917434,0.32196448594395877,3.093625081463113,3.4415712062052175,4.302670491680877,4.309506429365523,0.07389790825714133,4.361715863198225,4.334441038958174
28,3.4499102091478075,3.387773974226164,0.32196448594395877,3.363659761300503,3.533389271212372,4.22590223882767,4.232525814197928,0.07389790825714133,4.223322473264739,4.250228464998845
29,3.442816133230795,3.351642576172914,0.32196448594395877,3.6135717584467235,3.517535517405204,4.278402510259186,4.1777607297153,0.07389790825714133,4.224710913369656,4.309174481212458
30,3.365536029546603,3.351825562428907,0.32196448594395877,3.142845831169752,3.399878764448921,4.277194366672849,4.368699308586306,0.07389790825714133,4.265262215337547,4.30818839114514
31,3.33378589852125,3.3239432056570344,0.32196448594395877,3.206045353200613,3.3646650571502756,4.246483695388674,4.201200352051994,0.07389790825714133,4.2509653548807025,4.276070803550475
32,3.05725147148939,3.033321537691954,0.32196448594395877,2.8360062663406613,2.966737201068149,4.37412943736692,4.528030875744876,0.07389790825714133,4.45804971587614,4.421461693709671
33,3.0115003895426007,2.743745860716267,0.32196448594395877,2.7393741896605315,2.852488107200863,4.377908626254252,4.435247011035971,0.07389790825714133,4.388269317624713,4.430087628427366
34,3.183221623887485,3.222556324809116,0.32196448594395877,2.967104208430737,3.156654924584497,4.325634271169127,4.354743951193095,0.07389790825714133,4.321582827191518,4.368732889917261
35,3.0749068957284207,3.048869083711704,0.32196448594395877,3.07082934464781,2.9914321634727337,4.323720950695659,4.328016519252985,0.07389790825714133,4.321880959230742,4.362491423888029
36,2.9953961006935756,3.1298286736796648,0.32196448594395877,2.635661848655353,2.833520065475607,3.7164113607193237,3.874424876646663,0.07389790825714133,3.7197716176530435,3.6817032279383284
37,2.9910660564572327,2.482689872487136,0.32196448594395877,3.066539586102107,2.826802933438721,4.373620453385071,4.17966212315008,0.07389790825714133,4.402626847536275,4.418121400121957
38,3.60741396441904,3.554536817328355,0.32196448594395877,4.141811319140883,3.7785486489125617,4.082558486544292,4.047199270436373,0.07389790825714133,3.985137814935551,4.056713847462868
39,3.5461142306442675,3.309937736683868,0.32196448594395877,3.7850260973522656,3.633186660896097,4.098957914560874,4.276099543159317,0.07389790825714133,4.065552482368187,4.077437138804687
40,3.3479094712656714,3.084289645310264,0.32196448594395877,3.286145236263789,3.37355692947499,4.299825758230656,4.388426610280425,0.07389790825714133,4.3699019782137345,4.329817685358853
41,3.1384390729764466,3.0326863801967683,0.32196448594395877,2.8526540698459035,3.103790902631289,3.2524754282405235,3.693921986310888,0.07389790825714133,3.166497641668644,3.291225033238616
