,delta_rho_pred,delta_rho,sigma_bias_delta_rho,delta_rho_scatter,delta_rho_trans_inv,T_pred,T,sigma_bias_T,T_scatter,T_trans_inv
0,2.825957802453541,2.80488211122038,0.2669815522392678,3.259628049017011,2.8293579841586274,4.624403682132389,4.759767663345941,0.1503317449620814,4.728930245679318,4.655196887230019
1,2.715071539534437,2.353407665902349,0.2669815522392678,2.5517438626258127,2.657310331989841,4.473139467727349,4.54482549938028,0.1503317449620814,4.317264982118162,4.441279987780733
2,2.6452384174818326,2.574191334301503,0.2669815522392678,2.5042263032136014,2.5626445011286605,3.5773267044835113,3.106220218214065,0.1503317449620814,3.7372099493323114,3.3225927867135594
3,2.8748272444235505,2.648643446153617,0.2669815522392678,2.5883644161762676,2.8900504289431925,3.854950992524408,3.209165622805159,0.1503317449620814,4.029569146123774,3.7368538374027405
4,2.775220099099243,2.8644725651130614,0.2669815522392678,3.0062679712960505,2.7620675046735617,3.515509995089088,3.108737651747278,0.1503317449620814,3.570882195267559,3.283625608228402
5,2.6831261750879287,2.7602525824335267,0.2669815522392678,2.068657801256089,2.6177500124063897,4.715736404737486,4.809808819841752,0.1503317449620814,4.761138318792391,4.803834428629006
6,2.6541829947285924,2.6594028566351007,0.2669815522392678,3.1200155479044436,2.573340347488644,3.618292482814587,3.7272284022268702,0.1503317449620814,3.8784402937114892,3.369620940470605
7,2.98414384582869,3.1697705881039155,0.2669815522392678,2.780915645852473,3.0573684076945806,4.396404056932525,4.415983770172557,0.1503317449620814,4.396145782360018,4.325614956939151
8,2.8339853829803014,2.348640031735276,0.2669815522392678,2.9191629360706384,2.8460412946483142,4.37652222169665,4.263359756801669,0.1503317449620814,4.4057909313644465,4.3017692977596536
9,3.0359909933310267,3.256125855488122,0.2669815522392678,2.969413703403579,3.122282649948591,4.488520603096735,4.409111780168822,0.1503317449620814,4.305232176186503,4.469513726810041
10,3.013487886118646,2.9221265790940976,0.2669815522392678,3.403843732692267,3.100732101717009,4.2658194938319225,3.864924351485236,0.1503317449620814,4.196314871476753,4.17693315998481
11,3.016296811056552,2.8257103002985744,0.2669815522392678,2.4662772466035614,3.1078007174619735,4.351079948370149,4.536539723925805,0.1503317449620814,4.566982894406194,4.269854851629215
12,2.989723362112887,2.615770973173145,0.2669815522392678,2.903643916516716,3.060923241706701,4.600744887795855,4.503834877221668,0.1503317449620814,4.67375824886524,4.624085998307843
13,2.9126368649447736,2.563488316757713,0.2669815522392678,2.81010143719115,2.9474932786020274,4.414622989887925,4.523301777714604,0.1503317449620814,4.412957884722798,4.363338919303271
14,3.2638056360078,3.655883099033378,0.2669815522392678,3.5665011616039637,3.4516984556750927,4.291407598161263,3.944702158355733,0.1503317449620814,4.254243342669573,4.191348077075141
15,2.8328847498517944,2.422051593173709,0.2669815522392678,2.539234072009879,2.8447224185267768,4.664289204912616,4.764218813839472,0.1503317449620814,4.726662827320081,4.719743382690578
16,2.7983022153871353,2.3987170236743687,0.2669815522392678,2.7522670648854852,2.7938660781893927,4.648602866711282,4.587903341871961,0.1503317449620814,4.469375420686786,4.691650240427155
17,2.830460863107388,2.947903040745917,0.2669815522392678,2.5960888600444325,2.840360791860424,4.66985686744626,4.776821786856464,0.1503317449620814,4.471918109940291,4.72719255868114
18,2.6777896296244523,2.720032207644984,0.2669815522392678,2.6890599212484165,2.6056185550369944,4.659971109147602,4.396247896554376,0.1503317449620814,4.923399298446997,4.713448303641336
19,2.7984823983584937,3.039439844798096,0.2669815522392678,2.9540833087850045,2.794416373463211,4.620850387627084,4.702337581365282,0.1503317449620814,4.465402964497097,4.649046518155561
20,2.6936873262723884,2.8043100546122126,0.2669815522392678,2.399842309915777,2.633443548918389,4.670466653377851,4.329804726826839,0.1503317449620814,4.762186274577841,4.728177758384106
21,3.1891555333125887,2.8927057619587195,0.2669815522392678,3.494775646250662,3.356855683213436,3.8619742618144395,3.824898063946973,0.1503317449620814,3.8432662748785167,3.7441261160096646
22,3.239337705802077,3.7308625015079073,0.2669815522392678,3.4800457958704616,3.422226400721199,4.400617531238561,3.9608411330060656,0.1503317449620814,4.531051216516066,4.330718926969307
23,2.782246388025881,2.61112697875916,0.2669815522392678,2.9164031066173464,2.769675320486253,4.670067706581853,4.838723521765082,0.1503317449620814,4.681831303474222,4.727328767534232
24,3.2215388234712408,3.0221097897273843,0.2669815522392678,3.4620507431498324,3.3967028379585797,4.464055135403834,4.469302466674895,0.1503317449620814,4.371513134351524,4.4320332950016335
25,2.9086393734229663,2.489325267667354,0.2669815522392678,2.7260966482713713,2.942940529289039,4.406440156154606,4.557574455672922,0.1503317449620814,4.4566047599621275,4.343934593846911
26,2.7709870275950546,3.102303883942973,0.2669815522392678,2.738177604431052,2.7552193791495694,4.626548275725635,4.930130608216003,0.1503317449620814,4.334606258884223,4.6597268076031515
27,3.217426476176602,3.001336762334766,0.2669815522392678,2.967593300080054,3.387145033240571,4.5175255110393095,4.599209711400953,0.1503317449620814,4.2643756407581215,4.514560594476089
28,2.9303134090904113,2.781992008066055,0.2669815522392678,2.858792233765461,2.972334832538825,4.412650819238479,4.295213843828206,0.1503317449620814,3.9865504247185033,4.358394330014447
29,3.066970909072746,2.633561434536084,0.2669815522392678,3.208566034821088,3.148863441922421,4.636841417561282,4.617973726795058,0.1503317449620814,4.752747315122919,4.670946690141045
30,2.975068149548864,2.522710495634051,0.2669815522392678,2.790407488430262,3.04674561645615,4.464010759817438,4.5636636517877305,0.1503317449620814,4.4831925925427125,4.431961502042597
31,3.1459840786763746,3.2621524280236542,0.2669815522392678,3.0400582062199617,3.2932600068495606,4.54651414300499,4.436225108525202,0.1503317449620814,4.618162060843144,4.551711665662683
32,3.306419520450427,3.2259867067023364,0.2669815522392678,3.1229570863160476,3.541342849372258,4.357721816015428,4.359057976434271,0.1503317449620814,4.307463224617227,4.276986616960934
33,3.3430931945707187,3.356733307140754,0.2669815522392678,3.1174388804420046,3.6165065364730236,4.3913446510181116,4.558542498044147,0.1503317449620814,4.340169579811218,4.3185194574901935
34,2.541720475094619,2.978855033654714,0.2669815522392678,2.3625101411492024,2.4278563880007105,4.617485827056743,4.628534435233333,0.1503317449620814,4.645924161252525,4.645772265854705
35,2.9387815168529214,3.2543356696758927,0.2669815522392678,2.9354003025750655,2.9786556710867607,3.8456278052575152,3.805988123460122,0.1503317449620814,3.7933523384259433,3.7293182592485232
36,2.5327823323227796,2.7446020549417867,0.2669815522392678,2.2344810811111357,2.4203243384207234,4.649471296744941,4.6497242347033385,0.1503317449620814,4.8207611144096285,4.693473722798628
37,2.506412554801075,2.5005364993696126,0.2669815522392678,2.5689972216735333,2.392693087117784,4.668932419690733,4.704288088952483,0.1503317449620814,4.789962703173176,4.7251420591599445
38,3.0254969021923945,3.352144721451001,0.2669815522392678,3.4686334638473038,3.116057597155742,4.376050133058982,4.479680058329592,0.1503317449620814,4.212358364522161,4.301222468767543
39,2.9304481963164632,2.640597469102172,0.2669815522392678,3.1285602981374847,2.972358502924722,4.361970523664546,4.448946552096702,0.1503317449620814,4.296110913546899,4.28044861551081
40,2.738069726594103,2.3835696037275618,0.2669815522392678,2.6868531730499217,2.6992605512530736,3.82141516197048,3.7359657809525473,0.1503317449620814,3.9107298769326877,3.7193424365106353
41,2.9692758576633524,2.729247999389706,0.2669815522392678,2.73229529901945,3.0287707538016595,4.502677101820675,4.477834548304973,0.1503317449620814,4.349742900458446,4.4913341523855355
42,2.765046671760603,3.048781008227188,0.2669815522392678,2.5655691907265616,2.7453454577587593,4.62493592417545,4.582265993843689,0.1503317449620814,4.568474136942575,4.656700908304325
43,3.138174024336492,3.2212206707268827,0.2669815522392678,3.5900281808133707,3.271251154189962,4.213776553937942,4.29356018877216,0.1503317449620814,4.308397171783504,4.129825572771872
44,2.8337957160657647,2.967014675766986,0.2669815522392678,2.847360449301661,2.845649889157542,4.478974147322944,4.552742197927775,0.1503317449620814,4.611297805739467,4.45559987147399
