,delta_rho_pred,delta_rho,sigma_bias_delta_rho,delta_rho_scatter,delta_rho_trans_inv,T_pred,T,sigma_bias_T,T_scatter,T_trans_inv
0,2.7779651255017184,3.49733768758389,0.3443924689595748,3.3373774357367405,2.9535397717241483,4.4783734912451205,4.963827309236082,0.21426051465817653,4.259187273248269,4.3910255047602
1,2.767867668433951,3.1489710123719163,0.3443924689595748,2.557183366735147,2.942568811628729,4.861541201229333,4.873497942191964,0.21426051465817653,4.890028679423016,4.924731294190521
2,2.7882412981753038,2.828246607019146,0.3443924689595748,2.606342924378587,2.9678633286082508,4.819939114887782,4.824875162718167,0.21426051465817653,4.660712059283836,4.840820097529114
3,2.685123518458615,2.237090386865674,0.3443924689595748,2.3156012055580986,2.840743884320702,4.730472155853371,4.8261522567351225,0.21426051465817653,4.886919886037665,4.675923705126948
4,2.747328511017943,2.493254636330146,0.3443924689595748,3.0453683811375214,2.909918421664809,4.872942184095638,4.844956530157126,0.21426051465817653,5.141667878597362,4.946321668806229
5,2.774592800447067,2.742793050120344,0.3443924689595748,1.981960206222464,2.9487967819251923,4.436704563380726,4.611165690001655,0.21426051465817653,4.393968782421318,4.342948941053668
6,2.7844533495025097,2.8379780160186137,0.3443924689595748,3.385353380850735,2.9637434696988243,4.7841332295857955,4.78674139416239,0.21426051465817653,4.82628919561598,4.775484935597234
7,2.7973187256017744,2.697047778548221,0.3443924689595748,2.5351648016134436,2.978154709945607,4.493920355702647,4.711434803259044,0.21426051465817653,4.3728007216979075,4.413000635670272
8,2.4803649252844946,2.4700553972366563,0.3443924689595748,2.5902395872702297,2.5768919171264955,4.7571369770326175,4.6527419610696,0.21426051465817653,4.454091147857817,4.721793964470084
9,2.3287318334993574,2.344986261705824,0.3443924689595748,2.242850554203316,2.358942780594488,4.041194728266347,4.5847491074240425,0.21426051465817653,4.096252017661966,3.8817600599727533
10,2.4488839753169915,2.351956236861774,0.3443924689595748,2.952422937641301,2.54191315766681,4.3824511157796096,4.335173303559283,0.21426051465817653,4.18391279792048,4.285699704257651
11,2.394549059598597,2.346828523526568,0.3443924689595748,1.68505211425057,2.4579579990860525,4.833519929712653,4.971443711673737,0.21426051465817653,4.288531640618924,4.875427951277346
12,2.229313555486368,2.884119304358922,0.3443924689595748,2.118275498561113,2.210143689926099,4.7116505473423,4.753805077753847,0.21426051465817653,4.717065150702579,4.65301417595839
13,2.011162011650678,1.1300385852606354,0.3443924689595748,1.878896584231746,1.833749930660573,3.786094960061405,3.6929039366409615,0.21426051465817653,3.727242363103368,3.6048327113517997
14,1.9764558497540325,2.812208709628379,0.3443924689595748,2.366917507230854,1.784397481089037,4.364553255531147,3.199181841293716,0.21426051465817653,4.743673177367884,4.260380723290292
15,2.210088881402546,2.288366123391228,0.3443924689595748,1.8312946122651912,2.180588096886932,4.269539618278977,4.197882393575561,0.21426051465817653,4.157239342353705,4.165563691881111
16,2.3299126155086403,2.8841164860178488,0.3443924689595748,2.2705296393920715,2.3617955376363993,4.638802761176656,4.753768752954267,0.21426051465817653,4.801730198141423,4.574193139514567
17,2.6067476156616833,2.3411458027599643,0.3443924689595748,2.304419787716796,2.7370327113767505,4.773414117040422,4.781484651166777,0.21426051465817653,4.816444659266427,4.749225666429352
18,2.6001675779514066,2.2632146886360403,0.3443924689595748,2.614705674406824,2.726830306496054,4.793476903588424,4.769500520575391,0.21426051465817653,4.571017780450328,4.7941959788156385
19,2.5802603580769454,2.8005071831385813,0.3443924689595748,2.7809775284757396,2.6945701582176325,4.666380025820404,4.716000895189591,0.21426051465817653,4.801577156432526,4.608438905185262
20,2.4635754973688178,2.424554408728479,0.3443924689595748,2.084530541544204,2.5612369909769725,4.869120382848367,4.700451520140275,0.21426051465817653,4.834649624124976,4.935313367703807
21,2.601587761559922,2.8208820988082657,0.3443924689595748,2.995821986268151,2.727876996481418,4.539843321656548,4.571195677700791,0.21426051465817653,4.369336035143072,4.460609904320071
22,2.4512417046177535,2.023920115181703,0.3443924689595748,2.7617427588737486,2.54649967834594,3.8003301185037643,3.6234582992834072,0.21426051465817653,3.8617372735916744,3.6229700715689583
23,2.5203158959250596,2.941912433179805,0.3443924689595748,2.6933711619376832,2.6224137042146243,4.8638368038329,4.388231125278397,0.21426051465817653,4.954747984791603,4.9274212436977045
24,2.3827184247566358,2.1606813935611093,0.3443924689595748,2.692966429300728,2.4355514968741643,4.296628126437502,3.518204875917454,0.21426051465817653,4.380239869796655,4.184411608561515
25,2.5417062632176046,2.792588107079549,0.3443924689595748,2.3062355377001116,2.6505063616629583,4.5043903532053795,4.9542083776434,0.21426051465817653,4.93384691309742,4.420050570173265
26,2.590806194275427,2.7939812589473654,0.3443924689595748,2.548483726098061,2.710936446919918,4.5185452144371006,4.375603337028596,0.21426051465817653,4.676100708071095,4.4380666761843734
27,2.5980412585199124,1.97545881133744,0.3443924689595748,2.275769312678527,2.718454416231349,4.391923486474515,4.3156927653515735,0.21426051465817653,4.3316407544139315,4.297971915706242
28,2.414746321650662,2.07220894292519,0.3443924689595748,2.3224876845034195,2.4882993038629326,4.785764642965742,4.630679516302239,0.21426051465817653,4.484848811024799,4.778981377306639
29,2.4971858218429555,2.606323077166934,0.3443924689595748,2.679836250459127,2.6018793848227073,4.4814758268457835,4.474067832243774,0.21426051465817653,4.368010666703839,4.396362709061716
30,2.7464596250532995,2.483574612205441,0.3443924689595748,2.508256871084185,2.9079735010566576,4.870685335509783,4.9081703841747295,0.21426051465817653,5.073468711752702,4.9389807926922815
31,2.6097325316196436,2.866342942147096,0.3443924689595748,2.4730936049372945,2.739026298099708,4.062622339919087,4.114224859032357,0.21426051465817653,4.301996059098891,3.9076471322915833
32,2.7642290880196034,3.041944883646241,0.3443924689595748,2.5275719852237972,2.9381603405097683,4.853062851658444,4.581091317662097,0.21426051465817653,5.263494320981127,4.909843431705805
33,2.7394759641093858,3.147242331367188,0.3443924689595748,2.4483935064550804,2.901049893990442,4.808972493016947,5.013026809607572,0.21426051465817653,5.288629751700642,4.822250219174741
34,2.6180604783832013,2.588688219593454,0.3443924689595748,2.3868883661047473,2.744805578637029,4.817631134359432,5.173309685902158,0.21426051465817653,4.932551791190374,4.8369813109815825
35,2.76646087439173,2.4927036153777493,0.3443924689595748,2.762099281901667,2.94103732424073,4.890731513274891,4.584223487569695,0.21426051465817653,5.009528749088824,4.973597346511172
36,2.5100673995425034,2.036864922386183,0.3443924689595748,2.125274129981917,2.61256571247228,4.34706112798574,4.141311902723534,0.21426051465817653,4.271031315769355,4.234944120409134
37,2.744769912657107,2.8697762313328177,0.3443924689595748,2.825500913591217,2.9053114327255094,4.591872477515506,4.698421901337663,0.21426051465817653,4.677266616554956,4.517420594239212
38,2.970509363243641,2.9216063953202536,0.3443924689595748,3.542132733002987,3.1661823921568546,4.701455656119192,4.475147156435971,0.21426051465817653,4.833417083275434,4.639817716807335
39,2.9439805443498073,3.321044532728383,0.3443924689595748,3.199534964888071,3.146028135570607,4.882817946456057,4.986452147408286,0.21426051465817653,4.738289014850891,4.963003993580492
40,2.9441623658587073,2.948394120121094,0.3443924689595748,2.878095646346667,3.1469102922246215,4.810704969424562,4.9311805674937,0.21426051465817653,4.457719147230753,4.825338746334064
41,2.8959981561703567,2.7996581266490743,0.3443924689595748,2.59030542570915,3.0710986134887217,4.670910872325292,4.738337262246501,0.21426051465817653,4.771009923318102,4.61122642784922
42,2.892663760160795,2.7726248578081005,0.3443924689595748,2.635348070672321,3.067502801425718,4.6899927114180135,4.874234986353125,0.21426051465817653,5.124986878932545,4.630299393328776
43,2.930895475378127,3.515471311545447,0.3443924689595748,3.513764094028065,3.1271265200426908,4.805103895489227,4.904934782992007,0.21426051465817653,4.753687251145249,4.817855808175611
44,2.900710455700166,2.708053083696484,0.3443924689595748,2.9182082638097753,3.078354109787545,4.744890263005359,4.627875588414182,0.21426051465817653,4.9484804415841825,4.700082793998893
45,2.8635917348198427,2.566747498443945,0.3443924689595748,2.6442152313813225,3.048363802336283,4.440197215777362,4.379504317276009,0.21426051465817653,4.55690095055412,4.3459938968976175
46,2.9003870873407847,3.059529248736734,0.3443924689595748,2.9661369424680273,3.0776094006256622,4.8287395569065055,4.946327372759068,0.21426051465817653,5.134851879795379,4.8614304631462435
47,2.9446643890848154,3.0452344401624885,0.3443924689595748,3.6679764409817928,3.147697051548166,4.6604077527459955,4.687790796224931,0.21426051465817653,4.420591679708097,4.603365218416213
48,2.312232974033115,2.481127651962165,0.3443924689595748,2.3536148123458593,2.33756348212713,4.684415385690562,4.46581388726768,0.21426051465817653,4.222406508360966,4.624907496997631
49,2.4206837659453124,2.4878170377696875,0.3443924689595748,2.6332438687469777,2.4920624620211522,4.2295624154553195,4.402180050636672,0.21426051465817653,4.491590064032218,4.130395275295914
50,2.2108327726214934,2.0604761226716803,0.3443924689595748,2.3142091702194665,2.18190098245753,4.238552332355379,4.221425758453206,0.21426051465817653,4.585274347126844,4.135224077772938
51,2.1323686946035116,2.011879043429605,0.3443924689595748,2.0110565002789773,2.0369098376262365,4.700867982308153,4.741752197222949,0.21426051465817653,4.387438377500092,4.639365539533351
52,1.8926947564804966,2.8436143908957234,0.3443924689595748,1.4992200934324074,1.6389493755003044,3.488057158413879,3.5302508362623266,0.21426051465817653,3.355193842738931,2.782877399023386
53,2.3832952093078346,2.159341318642408,0.3443924689595748,2.2629842066230044,2.4377480995454297,4.555512555980121,4.636055778513347,0.21426051465817653,4.449578487464146,4.480656528366357
54,2.424383533327239,2.031644204368309,0.3443924689595748,2.3524419325438815,2.4969793854208087,4.634080120640058,4.256008933477848,0.21426051465817653,4.414993754130187,4.570878630637628
55,2.347360880758992,2.7485766188891034,0.3443924689595748,2.549389489919174,2.3822919750123184,4.764794097810567,4.54992490458397,0.21426051465817653,4.233496525514489,4.729647705769107
56,2.3655151193373323,2.678089683929123,0.3443924689595748,2.654454688657706,2.411452468898812,4.259005486691006,4.493169386809772,0.21426051465817653,4.05844915220619,4.145588370371474
57,2.3549110058236793,2.144011922072327,0.3443924689595748,2.6755755504572103,2.3916114550218883,4.217022764078461,4.090408944213348,0.21426051465817653,3.9787630644283234,4.118629240404557
58,2.332912058131575,2.4635448813181675,0.3443924689595748,2.43126618217945,2.3695209300123468,4.390027075570066,4.3511483593388105,0.21426051465817653,4.453245355019773,4.29157116422273
59,2.721696178276002,2.876669466147135,0.3443924689595748,3.0265321292169505,2.8796109767168785,4.550270655962483,4.503744288317676,0.21426051465817653,5.007558016696267,4.473625470489493
60,2.4956990848326273,2.1941256223176246,0.3443924689595748,2.2358901153547706,2.599243335629466,4.486070216208382,4.331782880946445,0.21426051465817653,4.870927805173193,4.402625316167488
61,2.5991570943964772,2.210451487088985,0.3443924689595748,3.030635451658097,2.72388755022244,4.457201177408409,4.365654214556266,0.21426051465817653,4.420036926411136,4.363797185985358
62,2.619983035076981,2.30065838772558,0.3443924689595748,2.79663220233373,2.7472817872002886,4.8253162849364095,4.84907882260738,0.21426051465817653,4.734718924678366,4.852278771132253
